alim_nom_fr,Calories,Proteines,Glucides,Lipides
"Gâteau basque, cerises",-,"4,3","63,3","13,5"
"Crêpe fourrée au sucre, préemballée",-,"6,62","58,7","15,8"
"Crêpe fourrée à la confiture, maison",-,"6,51",54,"5,74"
"Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison",-,"8,1","54,3","14,6"
"Crêpe fourrée chocolat, préemballée",-,"6,43","58,7","20,4"
"Crêpe fourrée fraise, préemballée",-,"5,35","66,7","6,6"
"Gaufre fine fourrée au miel, préemballée",455,"4,56",67,"18,3"
"Gaufre bruxelloise ou liégeoise, préparation artisanale",-,8,"36,1","13,4"
"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",-,"7,1","52,5","25,2"
"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",-,"6,1","55,9","23,9"
"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",-,"5,18","66,4","17,9"
"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",-,"6,9",70,16
"Beignet rond moelleux, sans fourrage, saupoudré de sucre",404,"7,25","39,4","23,7"
Beignet à la confiture,378,"6,36","45,6","18,7"
"Beignet fourré aux fruits, préemballé",362,"5,65","47,6",16
"Beignet fourré goût chocolat, préemballé",420,"7,31","45,9","22,5"
Pâtisserie (aliment moyen),,"5,03",44,"17,2"
"Cake aux fruits, préemballé",360,"4,19","55,2","12,6"
"Gâteau marbré, prémballé",-,"5,76","50,5",23
"Gâteau sablé aux fruits, préemballé",-,"5,13","63,9","16,3"
"Gâteau moelleux aux fruits, prémballé",-,"4,61","61,6","14,8"
"Gâteau moelleux aux fruits à coque, prémballé",-,"6,2","48,8","25,5"
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé",-,"5,31","60,7","21,7"
"Génoise fourrée et nappée au chocolat, prémballé",-,"5,46","53,3","20,8"
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé",-,"4,41","64,2","6,5"
"Muffin, aux myrtilles ou au chocolat",-,"5,59","48,9","23,4"
"Madeleine, pur beurre, préemballée",-,"5,6","52,6","25,5"
"Madeleine au chocolat, préemballée",-,"6,06","51,5","24,9"
"Madeleine ordinaire, préemballée",-,"5,2","53,5","25,2"
Tarte aux poires amandine,-,"4,9","37,7","14,9"
Gâteau aux amandes type financier,-,"9,1","44,3","27,4"
"Gâteau aux amandes, préemballé",-,"5,78","60,1","17,3"
Mille-feuille,-,"3,88","43,7","11,3"
"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",,"2,66","32,2",12
Barre glacée chocolatée,359,"5,12","35,8","21,4"
"Glace ou crème glacée, bâtonnet, enrobé de chocolat",328,"3,35","33,4","19,8"
"Glace ou crème glacée, cône (taille standard)",-,"3,44","37,8","13,5"
"Glace ou crème glacée, en bac",-,"2,5","26,1","8,4"
Glace au yaourt,-,"3,38","22,7","2,2"
"Glace ou crème glacée, gourmande, en bac",-,"2,99",29,"10,7"
"Glace ou crème glacée, gourmande, en pot",-,"4,13","24,2","17,9"
"Glace ou crème glacée, mini cône",-,"4,11","38,5","20,2"
"Glace ou crème glacée, pot individuel",-,"3,15","26,7","12,7"
"Glace ou crème glacée, bac ou pot (aliment moyen)",,"2,81","24,9","6,21"
"Glace ou crème glacée, petit pot enfant",-,"1,83","25,2","5,94"
"Sorbet, bâtonnet",-,"0,28","25,7","0,32"
"Sorbet, en bac",-,"0,46","29,6","0,78"
"Sorbet, pot individuel",-,traces,27,"2,5"
Glace à l'eau,-,"0,066","20,8","0,2"
"Sorbet, cône",-,"2,04","39,3","6,74"
Profiterole avec glace vanille et sauce chocolat,286,"5,38","31,4","14,9"
Pêche melba,119,"2,02","18,8","3,62"
Dessert glacé type mystère ou vacherin,275,"3,12","40,5","10,7"
"Dessert glacé, type sundae",230,"2,52","32,6","9,7"
"Dessert glacé feuilleté, à partager",262,"2,65","26,2","16,1"
Omelette norvégienne,212,"3,6","34,8","6,5"
Poire belle Hélène,196,"2,68","23,5","9,57"
Nougat glacé,263,"4,83","25,3","15,2"
Citron givré ou Orange givrée (sorbet),133,"0,14","29,1","1,77"
Coupe glacée type café ou chocolat liégeois,220,"2,98","28,6",10
Bûche glacée,226,"2,42",30,"10,4"
Coupe glacée parfum pêche Melba ou poire Belle-Hélène,163,"0,89","32,2","3,36"
"Beurre à 82% MG, doux",753,"0,69","0,9","82,9"
Huile de beurre ou Beurre concentré,-,"0,27",0,"99,9"
"Beurre à 80% MG, demi-sel",738,"0,72","0,55","81,4"
"Beurre à 80% MG, salé",732,"0,5","0,68","80,8"
"Beurre à 82% MG, doux, tendre",755,"0,7","0,5","83,4"
"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",550,"0,56","0,7","60,6"
"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",555,"0,9","0,5",61
"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",368,"0,33","3,73","38,9"
"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",727,"0,73","0,55","80,2"
"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",741,"0,68","0,99","81,5"
"Beurre à 39-41% MG, léger, doux",391,"< 0,5","3,6","41,7"
"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",247,"0,4","3,8","25,6"
"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",201,"< 0,5","6,2","19,1"
Huile ou beurre de cacao,900,0,0,100
"Huile ou graisse de coco (coprah), sans précision",900,0,0,100
"Huile ou graisse de coco (coprah), raffinée",900,0,0,100
Matière grasse ou graisse végétale solide (type margarine) pour friture,899,"< 0,5",0,"99,8"
Huile ou beurre de karité,900,0,0,100
"Huile pour friture, sans précision",900,0,0,100
"Huile de palme, sans précision",900,0,0,100
Huile de palme raffinée,900,0,0,100
"Huile ou graisse de palmiste, sans précision",900,0,0,100
Huile végétale (aliment moyen),900,"0,21",0,"99,9"
Huile d'amandes d'abricot,900,0,0,100
Huile d'amande,900,0,0,100
Huile d'arachide,900,"< 0,5",0,"99,9"
Huile d'avocat,900,0,0,100
Huile de germe de blé,900,0,0,100
Huile de carthame,900,0,0,100
Huile de colza,900,0,0,100
Huile de coton,900,0,0,100
Huile de lin,900,0,0,100
Huile de maïs,900,0,0,100
Huile de noisette,900,0,0,100
Huile de noix,900,0,0,100
Huile d'olive vierge extra,900,"< 0,5",0,"99,9"
Huile de pavot,900,0,0,100
Huile de pépins de raisin,900,0,0,100
Huile de son de riz,900,0,0,100
Huile de sésame,900,0,0,100
Huile de soja,900,0,0,100
Huile de tournesol,901,"< 0,5",0,100
Huile combinée (mélange d'huiles),896,0,0,"99,5"
"Huile combinée, mélange d'huile d'olive et de graines",900,0,0,100
Huile d'argan ou d'argane,889,0,0,"98,7"
"Matière grasse végétale (type margarine) à 80% MG, salée",722,"< 0,5","< 0,5",80
"Matière grasse végétale ou margarine, 80% MG, doux",726,"0,39","0,3","80,4"
"Matière grasse végétale (type margarine) à 70% MG, doux",631,"0,13","0,24",70
"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",548,"< 0,5","< 0,55","60,6"
"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",608,"0,16","0,24","67,4"
"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",532,"0,28","0,24","58,9"
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",366,"1,44",3,"38,6"
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",358,"0,9","3,05",38
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",349,0,0,"38,8"
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",521,"0,15","0,18","57,8"
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",523,"0,2","< 0,2",58
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",548,"< 0,5",0,"60,8"
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",491,"0,083","0,12","54,5"
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",536,"< 0,5","0,18","59,3"
"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",325,"0,1","2,5",35
Matière grasse mélangée (végétale et laitière) à 50-63% MG,490,"0,4","0,6",54
"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",481,"0,4","0,6",53
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",397,"1,69","5,6","40,9"
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",370,"1,5","5,6",38
Huile de foie de morue,900,0,0,100
Huile de sardine,900,0,0,100
Huile de saumon,900,0,0,100
Huile de hareng,900,0,0,100
Saindoux,896,0,0,"99,5"
"Lard gras, cru",810,"2,92",0,"88,7"
Graisse de poulet,898,0,0,"99,8"
Graisse de canard,898,0,0,"99,8"
Graisse d'oie,898,0,0,"99,8"
Graisse de dinde,898,0,0,"99,8"
Huile de paraffine,0,0,0,0
Sauce (aliment moyen),,"1,3","6,04","25,7"
"Ketchup, préemballé",99,"1,27","21,4","0,19"
"Sauce tartare, préemballée",-,"0,99","4,6",55
"Mayonnaise (70% MG min.), préemballée",-,"1,36","2,62","75,2"
"Ketchup allégé en sucres, préemballé",-,"1,21","14,6","0,11"
"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",-,"0,93","8,98","29,9"
"Sauce barbecue, préemballée",136,"0,56","30,3","0,6"
"Sauce soja, préemballée","45,5","7,08","3,64","0,1"
"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée",-,"0,53","4,54","52,8"
"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",-,"< 0,5","2,39","26,4"
"Sauce vinaigrette (50 à 75% d'huile), préemballée",-,"0,54","4,56","52,4"
"Harissa (sauce condimentaire), préemballée",-,"2,72","7,3","2,9"
"Sauce bourguignonne, préemballée",-,"1,25","7,85","43,9"
"Sauce moutarde, préemballée",-,"1,66","3,3","22,8"
Sauce au yaourt,-,"3,64","5,04","6,91"
"Sauce américaine, préemballée",-,"1,42","9,48","41,8"
"Sauce aïoli, préemballée",-,"1,13","4,7",41
"Sauce crudités ou Sauce salade, préemballée",-,"0,86","5,3","30,9"
"Sauce Nuoc Mâm ou Sauce au poisson, préemballée","81,2","9,3","10,9",0
"Sauce burger, préemballée",-,"1,06","13,3","33,8"
"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",-,"0,76","7,26","14,3"
"Sauce kebab, préemballée",-,"1,1","9,15","27,6"
"Sauce rouille, préemballée",-,"1,1",1,"41,4"
"Sauce au poivre, condimentaire, froide, préemballée",-,"0,69","5,8","49,3"
Sauce froide (aliment moyen),,"0,86","5,73","31,6"
Caviar de tomates,218,"2,19","6,8","19,2"
"Sauce soja sucrée, préemballée",-,"2,88",-,"< 0,5"
"Sauce pour nems à base de nuoc-mam dilué, préemballée",135,"1,38","31,2","< 0,5"
"Sauce végétale type bolognaise, préemballée",68,"3,56","5,05",3
"Sauce teriyaki, préemballée",-,"3,82",16,"1,06"
"Tzatziki, à base yaourt, préemballé",-,"6,06","3,8","10,9"
"Tzatziki, à base fromage frais, préemballé",-,"6,73","3,28","11,1"
"Guacamole, préemballé",-,"2,18","5,85","16,5"
"Houmous, préemballé",-,"8,2","7,1","23,9"
"Caviar d'aubergine, préemballé",-,"0,71","4,3",21
"Sauce béchamel, préemballée",-,"2,56","6,2","7,4"
"Sauce béarnaise, préemballée",-,"0,88","4,52","47,7"
"Sauce hollandaise, préemballée",-,"1,19","4,58","19,8"
"Sauce tomate aux oignons, préemballée",-,"1,52","7,69","4,18"
"Sauce armoricaine, préemballée",-,"2,1","3,95","6,6"
"Sauce tomate à la viande ou Sauce bolognaise, préemballée",-,"4,22","7,27","4,81"
"Sauce au poivre vert, préemballée",-,"1,3","5,3","6,1"
"Sauce madère, préemballée",-,"0,6","3,6","2,2"
"Sauce à l'échalote à la crème, préemballée",-,"1,7","11,9","5,53"
"Sauce carbonara, préemballée",-,"5,17","4,7","12,8"
"Sauce chasseur, préemballée",-,"1,21","4,66","1,61"
"Sauce au curry, préemballée","77,4","1,02","10,6","3,16"
"Sauce au beurre blanc, préemballée",-,"1,13","3,4","21,4"
"Sauce béchamel, maison",-,"3,84","8,97","10,6"
"Sauce au beurre, préemballée",-,"2,2","5,2","17,9"
Sauce à la crème,-,"1,08","5,9","5,55"
"Sauce aux champignons, préemballée",-,"3,2","6,3","6,26"
Sauce à la crème aux épices,-,"1,16","6,2","5,75"
Sauce à la crème aux herbes,-,"1,09","5,5","5,49"
"Sauce aigre douce, préemballée",-,"0,55","20,1","0,2"
Sauce au vin rouge,-,"0,81",7,"2,22"
"Sauce basquaise ou Sauce aux poivrons, préemballée","63,1","1,17","7,41","2,71"
"Sauce tomate aux champignons, préemballée",-,"1,79","7,78","2,68"
"Sauce tomate aux olives, préemballée",-,"1,41","7,5","7,32"
"Sauce pesto, préemballée",370,"3,94","6,6","35,4"
"Sauce au poivre, chaude, préemballée",-,1,"4,8","14,8"
"Sauce au fromage pour risotto ou pâtes, préemballée",-,"3,11","4,24","9,53"
"Sauce au roquefort, préemballée",-,"2,85","4,4","10,9"
"Sauce aux champignons et à la crème, préemballée",-,"1,38","6,2",5
"Sauce grand veneur, préemballée",-,"1,5","8,45",7
"Sauce indienne type tandoori ou tikka masala, préemballée",-,"2,6","14,3","1,7"
"Sauce tomate aux petits légumes, préemballée",-,"1,54","7,57","2,9"
"Sauce tomate au fromage, préemballée",-,"3,94","8,09","14,2"
"Sauce pesto rosso, préemballée",-,"4,8","8,58",27
Sauce chaude (aliment moyen),,"2,66","7,03","7,45"
"Sauce à l'oseille, préemballée",-,"1,3","1,7",15
"Céleri rémoulade, préemballé",113,"0,94","3,14","10,2"
"Meloukhia, sauce, artisanale",-,"1,13","0,2",21
"Sauce au chocolat, préemballée",277,"3,8","26,2","16,8"
"Crème anglaise, préemballée",105,"3,44","16,7","2,5"
"Cornichon, au vinaigre","19,4","1,06","0,78","< 0,6"
Moutarde,152,"6,92","4,33","11,2"
Vinaigre,"22,6","0,04","0,62","0,1"
Moutarde à l'ancienne,142,"6,6","2,2","9,9"
"Câpres, au vinaigre",-,"2,18","3,5","0,86"
Tapenade,-,"1,3","2,6",23
Oignon au vinaigre,-,"0,56","2,5","0,2"
Vinaigre de cidre,-,0,"0,93",0
Vinaigre balsamique,125,"0,69","25,8","< 0,6"
"Cornichon, aigre-doux",36,"1,25",5,"0,35"
Vinaigre de vin rouge,"21,6","< 0,5",traces,0
"Olive noire, en saumure, égouttée",-,"1,38","< 0,1","17,2"
"Olive verte, en saumure, égouttée",155,"1,31",traces,"15,7"
"Olive noire, à l'huile (à la grecque)",332,"2,19","< 0,1","33,3"
"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",-,"2,09","0,61","15,2"
Olive (aliment moyen),162,"1,39","0,043","16,5"
Olive noire (aliment moyen),,"1,49","0,05","19,5"
"Bouillon de boeuf, déshydraté",240,"10,2","19,7","13,3"
"Fond de veau pour sauces et cuisson, déshydraté",343,"8,5","59,5","7,4"
"Fond de volaille pour sauces et cuisson, déshydraté",341,"7,4","66,3","4,9"
"Court-bouillon pour poissons, déshydraté",260,5,7,23
"Bouillon de volaille, déshydraté",233,"11,3","20,8","11,5"
"Gelée au madère, déshydratée",248,"44,5",17,"0,2"
Gelée au madère,"11,3",2,"0,8","0,01"
"Fond de veau, préemballé","40,9","3,15","2,4","2,05"
"Pizza, sauce garniture pour","38,5","2,12","3,2","0,73"
"Bouillon de viande et légumes type pot-au-feu, déshydraté",213,"10,3","17,7","11,1"
"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",212,"11,6","28,9","5,4"
"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",197,"10,8","30,9","3,1"
"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0
Sel au céleri,49,"1,81","4,14","2,53"
"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0
"Fleur de sel, non iodée, non fluorée",0,0,0,0
"Sel marin gris, non iodé, non fluoré",0,0,0,0
"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",0,0,0,0
"Curry, poudre",301,"14,5","2,63",14
"Gingembre, poudre",335,"8,98","58,3","4,24"
"Poivre noir, poudre",330,"13,3","39,5","7,5"
"Poivre blanc, poudre",310,"11,4","48,3","2,11"
"Cannelle, poudre",243,"3,87","27,5","1,22"
"Coriandre, graine",346,"12,4",13,"17,8"
Safran,352,"11,4","61,5","5,85"
"Cumin, graine",427,"17,8","33,7","22,3"
Noix de muscade,507,"6,26","28,5","36,3"
Paprika,319,"14,1","19,1","12,9"
Clou de girofle,335,"5,97","31,6",13
"Laurier, feuille",353,"7,61","48,6","8,36"
Quatre épices,348,"6,09","50,5","8,69"
"Vanille, gousse",-,-,-,-
"Pavot, graine",551,"19,7","13,7","43,1"
"Carvi, graine",334,"19,8","11,9","14,6"
"Vanille, extrait alcoolique",240,"0,05","2,41",0
"Fenouil, graine",326,"15,7","12,5","14,9"
"Gingembre, racine crue","32,9","1,1","3,4","1,1"
"Cardamome, poudre",321,"10,8","40,5","6,7"
"Fenugrec, graine",350,"27,1","33,8","6,41"
Epice (aliment moyen),346,"12,4","37,7","10,4"
Poivre de Cayenne ou piment de Cayenne,376,12,"29,4","17,3"
"Curcuma, poudre",291,"9,68","44,4","3,25"
"Vanille, extrait aqueux","57,7","0,03","14,4",0
"Ail, cru",111,"5,31","18,6","< 0,5"
"Cerfeuil, frais","39,9","3,72","3,63","0,6"
"Ciboule ou Ciboulette, fraîche","29,7","2,57","2,1","0,52"
"Persil, frais",43,"3,71","3,48","0,63"
"Raifort, cru",-,"7,5",13,"0,7"
"Menthe, fraîche","57,6","3,52","5,3","0,84"
"Basilic, frais","34,8","3,35","2,55","0,47"
"Romarin, frais",121,"3,31","6,6","5,86"
"Sauge, fraîche","36,7",4,"0,97","< 0,5"
"Thym, frais",107,"5,56","10,5","1,68"
Herbes aromatiques fraîches (aliment moyen),"49,4","3,58","4,15","0,8"
"Estragon, frais",44,"3,8","4,1",traces
"Aneth, frais","48,2","3,93","3,9","1,1"
"Coriandre, fraiche","22,3","2,13","0,87","0,52"
"Ail, rôti/cuit au four",127,"5,56","23,8","< 0,5"
"Ail, sauté/poêlé, sans matière grasse",130,6,22,"0,4"
"Ail séché, poudre",344,"16,7","62,8","0,77"
"Persil, séché",291,29,"16,8","5,34"
"Menthe, séchée",283,"19,9","22,2","6,03"
"Basilic, séché",244,23,"10,1","4,07"
"Marjolaine, séchée",276,"12,7","20,3","7,04"
"Origan, séché",265,9,"26,4","4,28"
"Romarin, séché",328,"4,88","21,5","15,2"
"Sauge, séchée",320,"10,6","20,4","12,8"
"Thym, séché",285,"9,11","26,9","7,43"
"Herbes de Provence, séchées",283,"11,5",23,"7,2"
"Sarriette, séchée",264,"6,73",23,"5,91"
"Meloukhia, feuilles de corète séchées, en poudre",239,23,"12,7","1,8"
"Agar (algue), cru",-,"0,54","6,25","0,03"
"Agar (algue), séché",-,"4,36",-,"0,3"
"Spiruline (Spirulina sp.), séchée ou déshydratée",-,"57,5","20,3","7,72"
"Wakamé (Undaria pinnatifida), séchée ou déshydratée",184,"14,1","5,7","2,51"
"Laitue de mer (Ulva sp.), séchée ou déshydratée",206,"15,9","13,8","2,03"
"Kombu royal (Saccharina latissima), séchée ou déshydratée",204,"10,3","23,6","1,07"
"Nori (Porphyra sp.), séchée ou déshydratée",255,"31,5","10,5","1,63"
